Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllabl,TargetSyl,PositionSource,Position Target,Process,TargetOrthography,Translation,Reference,Notes
Angolar,kuˈzi,kuˈzeɾ,ku.ˈzi,ku.ˈzeɾ,ˈzi,ˈzeɾ,2,2,,cozer,cook,Bandeira2017[366-412],
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ku,ku,1,1,,cobrir,cover,Bandeira2017[366-412],
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ˈbi,ˈbɾiɾ,2,2,,cobrir,cover,Bandeira2017[366-412],
Angolar,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ku,kuj,1,1,,cuidar,care,Bandeira2017[366-412],
Angolar,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ˈda,ˈdaɾ,2,2,,cuidar,care,Bandeira2017[366-412],
Angolar,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ku,kul,1,1,,culpar,to blame,Bandeira2017[366-412],
Angolar,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,culpar,to blame,Bandeira2017[366-412],
Angolar,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ku,kuʃ,1,1,,cuspir,spit,Bandeira2017[366-412],
Angolar,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ˈpi,ˈpiɾ,2,2,,cuspir,spit,Bandeira2017[366-412],
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ku,ku,1,1,,curar,heal,Bandeira2017[366-412],
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,,curar,heal,Bandeira2017[366-412],
Angolar,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,la,lɐ,1,1,,lavar,wash,Bandeira2017[366-412],
Angolar,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,ˈba,ˈvaɾ,2,2,,lavar,wash,Bandeira2017[366-412],
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,la,lɨ,1,1,,levantar,get up,Bandeira2017[366-412],
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,-,vɐ̃,-,2,,levantar,get up,Bandeira2017[366-412],
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,3,,levantar,get up,Bandeira2017[366-412],
Angolar,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,lɔ,lɐ̃,1,1,,lamber,lick,Bandeira2017[366-412],Ideophone
Angolar,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,ˈlɔ,ˈbeɾ,2,2,,lamber,lick,Bandeira2017[366-412],Ideophone
Angolar,luˈzi,luˈziɾ,lu.ˈzi,lu.ˈziɾ,lu,lu,1,1,,luzir,shine,Bandeira2017[366-412],
Angolar,luˈzi,luˈziɾ,luˈzi,lu.ˈziɾ,ˈzi,ˈziɾ,2,2,,luzir,shine,Bandeira2017[366-412],
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,ŋ,-,1,-,,ganhar,to earn,Bandeira2017[366-412],
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,gã,gɐ,2,1,,ganhar,to earn,Bandeira2017[366-412],
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,ˈɲa,ˈɲaɾ,3,2,,ganhar,to earn,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋ.gu.mi.ˈta,vu.mi.ˈtaɾ,gu,vu,2,1,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋ.gu.mi.ˈta,vu.mi.ˈtaɾ,ŋ,-,1,-,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋ.gu.mi.ˈta,vu.mi.ˈtaɾ,mi,mi,2,2,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋ.gu.mi.ˈta,vu.mi.ˈtaɾ,ˈta,ˈtaɾ,3,3,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,θaˈga,salˈgaɾ,θa.ˈga,sal.ˈgaɾ,θa,sal,1,1,,salgar,salt,Bandeira2017[366-412],
Angolar,θaˈga,salˈgaɾ,θa.ˈga,sal.ˈgaɾ,ˈga,ˈgaɾ,2,2,,salgar,salt,Bandeira2017[366-412],
Angolar,θaˈta,salˈtaɾ,θa.ˈta,sal.ˈtaɾ,θa,sal,1,1,,saltar,jump,Bandeira2017[366-412],
Angolar,θaˈta,salˈtaɾ,θa.ˈta,sal.ˈtaɾ,ˈta,ˈtaɾ,2,2,,saltar,jump,Bandeira2017[366-412],
Angolar,θaˈva,salˈvaɾ,θa.ˈva,sal.ˈvaɾ,θa,sal,1,1,,salvar,save,Bandeira2017[366-412],
Angolar,θaˈva,salˈvaɾ,θa.ˈva,sal.ˈvaɾ,ˈva,ˈvaɾ,2,2,,salvar,save,Bandeira2017[366-412],
Angolar,θaˈma,ʃɐˈmaɾ,θa.ˈma,ʃɐ.ˈmaɾ,θa,ʃɐ,1,1,,chamar,call,Bandeira2017[366-412],
Angolar,θaˈma,ʃɐˈmaɾ,θa.ˈma,ʃɐ.ˈmaɾ,ˈma,ˈmaɾ,2,2,,chamar,call,Bandeira2017[366-412],
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgw.a,sɨ.ɡu.ˈɾaɾ,θe,sɨ,1,1,,segurar,hold,Bandeira2017[366-412],
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgw.a,sɨ.ɡu.ˈɾaɾ,ˈgw,ɡu,2,2,,segurar,hold,Bandeira2017[366-412],
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgw.a,sɨ.ɡu.ˈɾaɾ,a,ˈɾaɾ,3,3,,segurar,hold,Bandeira2017[366-412],
Angolar,θɛˈla,ʃejˈɾaɾ,θɛ.ˈla,ʃej.ˈɾaɾ,θɛ,ʃej,1,1,,cheirar,smell,Bandeira2017[366-412],
Angolar,θɛˈla,ʃejˈɾaɾ,θɛ.ˈla,ʃej.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,,cheirar,smell,Bandeira2017[366-412],
Angolar,siˈga,ʃɨˈɡaɾ,si.ˈga,ʃɨ.ˈɡaɾ,si,ʃɨ,1,1,,chegar,arrive,Bandeira2017[366-412],
Angolar,siˈga,ʃɨˈɡaɾ,si.ˈga,ʃɨ.ˈɡaɾ,ˈga,ˈɡaɾ,2,2,,chegar,arrive,Bandeira2017[366-412],
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,si,sɨ,1,1,,semear,plant,Bandeira2017[366-412],
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,ˈmj,mi,2,2,,semear,plant,Bandeira2017[366-412],
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,a,ˈaɾ,3,3,,semear,plant,Bandeira2017[366-412],
Angolar,θuˈa,ʃuˈɾaɾ,θu.ˈa,ʃu.ˈɾaɾ,θu,ʃu,1,1,,chorar,cry,Bandeira2017[366-412],
Angolar,θuˈa,ʃuˈɾaɾ,θu.ˈa,ʃu.ˈɾaɾ,ˈa,ˈɾaɾ,2,2,,chorar,cry,Bandeira2017[366-412],
Angolar,θɔˈpa,suˈpɾaɾ,θɔ.ˈpa,su.ˈpɾaɾ,θɔ,su,1,1,,soprar,to blow,Bandeira2017[366-412],
Angolar,θɔˈpa,suˈpɾaɾ,θɔ.ˈpa,su.ˈpɾaɾ,ˈpa,ˈpɾaɾ,2,2,,soprar,to blow,Bandeira2017[366-412],
Angolar,θuˈbi,suˈbiɾ,θu.ˈbi,su.ˈbiɾ,θu,su,1,1,,subir,move up,Bandeira2017[366-412],
Angolar,θuˈbi,suˈbiɾ,θu.ˈbi,su.ˈbiɾ,ˈbi,ˈbiɾ,2,2,,subir,move up,Bandeira2017[366-412],
Angolar,θuˈpa,ʃuˈpaɾ,θu.ˈpa,ʃu.ˈpaɾ,θu,ʃu,1,1,,chupar,suck,Bandeira2017[366-412],
Angolar,θuˈpa,ʃuˈpaɾ,θu.ˈpa,ʃu.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,chupar,suck,Bandeira2017[366-412],
Angolar,θuˈa,suˈaɾ,θu.ˈa,su.ˈaɾ,θu,su,1,1,,suar,sweat,Bandeira2017[366-412],
Angolar,θuˈa,suˈaɾ,θu.ˈa,su.ˈaɾ,ˈa,ˈaɾ,2,2,,suar,sweat,Bandeira2017[366-412],
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,fo,fuɾ,1,1,,formiga,ant,Bandeira2017[366-412],
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,mĩ,ˈmi,2,2,,formiga,ant,Bandeira2017[366-412],
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,gɐ,gɐ,3,3,,formiga,ant,Bandeira2017[366-412],
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ɐ̃,vi,1,1,,vizinho,neighbor,Bandeira2017[366-412],
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ˈzj,ˈzi,2,2,,vizinho,neighbor,Bandeira2017[366-412],
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ɐ̃,ɲu,3,3,,vizinho,neighbor,Bandeira2017[366-412],
Angolar,bɔˈdɔ,ˈbɔɾdɐ,bɔ.ˈdɔ,ˈbɔɾ.dɐ,bɔ,bɔɾ,1,1,,borda,pier,Bandeira2017[366-412],
Angolar,bɔˈdɔ,ˈbɔɾdɐ,bɔ.ˈdɔ,bɔɾ.dɐ,ˈdɔ,dɐ,2,2,,borda,pier,Bandeira2017[366-412],
Angolar,ˈfɛlɐ,ˈfejɾɐ,ˈfɛ.lɐ,ˈfej.ɾɐ,ˈfɛ,ˈfej,1,1,,feira,market,Bandeira2017[366-412],
Angolar,ˈfɛlɐ,ˈfejɾɐ,ˈfɛ.lɐ,ˈfej.ɾɐ,lɐ,ɾɐ,2,2,,feira,market,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ˈŋ,-,1,1,,igreja,church,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,-,i,1,1,,igreja,church,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ge:,ˈgɾɐj,-,2,,igreja,church,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ðɐ,ʒɐ,2,3,,igreja,church,Bandeira2017[366-412],
Angolar,ˈkai,ˈkazɐ,ˈkai,ˈka.zɐ,ˈkai,ˈka,1,1,,casa,house,Bandeira2017[366-412],
Angolar,ˈkai,ˈkazɐ,ˈkai,ˈka.zɐ,-,zɐ,-,2,,casa,house,Bandeira2017[366-412],
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,ku,ku,1,1,,cozinha,kitchen,Bandeira2017[366-412],
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,ˈzj,ˈzi,2,2,,cozinha,kitchen,Bandeira2017[366-412],
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,a,ɲɐ,3,3,,cozinha,kitchen,Bandeira2017[366-412],
Angolar,pɔˈθɔ,ˈpovu,pɔ.ˈθɔ,ˈpo.vu,pɔ,ˈpo,1,1,,povo,city,Bandeira2017[366-412],
Angolar,pɔˈθɔ,ˈpovu,pɔ.ˈθɔ,ˈpo.vu,ˈθɔ,vu,2,2,,povo,city,Bandeira2017[366-412],
Angolar,ˈpɔtɔŋ,puɾˈtɐ̃w,ˈpɔ.tɔŋ,puɾ.ˈtɐ̃w,ˈpɔ,puɾ,1,1,,portão,gate,Bandeira2017[366-412],
Angolar,ˈpɔtɔŋ,puɾˈtɐ̃w,ˈpɔ.tɔŋ,puɾ.ˈtɐ̃w,tɔŋ,ˈtɐ̃w,2,2,,portão,gate,Bandeira2017[366-412],
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,θɐ̃,sẽ,1,1,,senzala,slave quarters,Bandeira2017[366-412],
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,ˈða,ˈza,2,2,,senzala,slave quarters,Bandeira2017[366-412],
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,lɐ,lɐ,3,3,,senzala,slave quarters,Bandeira2017[366-412],
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,ˈθũ,ˈʃũ,1,1,,chumbo,lead,Bandeira2017[366-412],
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,bu,bu,2,2,,chumbo,lead,Bandeira2017[366-412],
Angolar,fiˈo,ˈfɾiu,fi.ˈo,ˈfɾi.u,fi,ˈfɾi,1,1,,frio,cold,Bandeira2017[366-412],
Angolar,fiˈo,ˈfɾiu,fi.ˈo,ˈfɾi.u,ˈo,u,2,2,,frio,cold,Bandeira2017[366-412],
Angolar,kɐ̃ˈvɔ,kɐɾˈvɐ̃w̃,kɐ̃.ˈvɔ,kɐɾ.ˈvɐ̃w̃,kɐ̃,kɐɾ,1,1,,carvão,coal,Bandeira2017[366-412],
Angolar,kɐ̃ˈvɔ,kɐɾˈvɐ̃w̃,kɐ̃.ˈvɔ,kɐɾ.ˈvɐ̃w̃,ˈvɔ,ˈvɐ̃w̃,2,2,,carvão,coal,Bandeira2017[366-412],
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,,,,,,nuvem,cloud,Bandeira2017[366-412],Not of Portuguese origin
Angolar,niˈɲa,ˈleɲɐ,ni.ˈɲa,ˈle.ɲɐ,ni,ˈle,1,1,,lenha,wood,Bandeira2017[366-412],
Angolar,niˈɲa,ˈleɲɐ,ni.ˈɲa,ˈle.ɲɐ,ˈɲa,ɲɐ,2,2,,lenha,wood,Bandeira2017[366-412],
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,mi,ˈmaɾ,1,1,,mar,sea,Bandeira2017[366-412],Not of Portuguese origin
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,ˈõ,-,2,-,,mar,sea,Bandeira2017[366-412],Not of Portuguese origin
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,gɐ,-,3,-,,mar,sea,Bandeira2017[366-412],
Angolar,ɔ̃ˈpɔ,ˈpɔ,ɔ̃.ˈpɔ,ˈpɔ,ɔ̃,ˈpɔ,1,1,,pó,powder,Bandeira2017[366-412],
Angolar,ɔ̃ˈpɔ,ˈpɔ,ɔ̃.ˈpɔ,ˈpɔ,ˈpɔ,-,2,-,,pó,powder,Bandeira2017[366-412],
Angolar,oˈjo,ˈʁiu,o.ˈjo,ˈʁi.u,o,ˈʁi,1,1,,rio,river,Bandeira2017[366-412],
Angolar,oˈjo,ˈʁiu,o.ˈjo,ˈʁi.u,ˈjo,.u,2,2,,rio,river,Bandeira2017[366-412],
Angolar,ɔˈθɛ,ˈsɛw,ɔ.ˈθɛ,ˈsɛw,ɔ,ˈsɛw,1,1,,céu,sky,Bandeira2017[366-412],
Angolar,ɔˈθɛ,ˈsɛw,ɔ.ˈθɛ,ˈsɛw,ˈθɛ,-,2,2,,céu,sky,Bandeira2017[366-412],
Angolar,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ˈpi,ˈpi,1,1,,pico,peak,Bandeira2017[366-412],
Angolar,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ku,ku,2,2,,pico,peak,Bandeira2017[366-412],
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,la,oɾ,1,1,,orvalho,dew,Bandeira2017[366-412],Not of Portuguese origin
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,ˈvw,ˈva,2,2,,orvalho,dew,Bandeira2017[366-412],Not of Portuguese origin
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,e,ʎu,3,3,,orvalho,dew,Bandeira2017[366-412],Not of Portuguese origin
Angolar,ˈθɔlɔ,ˈsɔl,ˈθɔ.lɔ,ˈsɔl,ˈθɔ,ˈsɔl,1,1,,sol,sun,Bandeira2017[366-412],
Angolar,ˈθɔlɔ,ˈsɔl,ˈθɔ.lɔ,ˈsɔl,lɔ,-,2,-,,sol,sun,Bandeira2017[366-412],
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,te,ʃ,1,1,,estrela,star,Bandeira2017[366-412],
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,ˈtẽ,ˈtɾe,2,2,,estrela,star,Bandeira2017[366-412],
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,bu,ɫɐ,3,3,,estrela,star,Bandeira2017[366-412],
Angolar,ˈθubɐ,ˈʃuvɐ,ˈθu.bɐ,ˈʃu.vɐ,ˈθu,ˈʃu,1,1,,chuva,rain,Bandeira2017[366-412],
Angolar,ˈθubɐ,ˈʃuvɐ,ˈθu.bɐ,ˈʃu.vɐ,bɐ,vɐ,2,2,,chuva,rain,Bandeira2017[366-412],
Angolar,ˈt̠ʃja,ˈteʁɐ,ˈt̠ʃja,ˈte.ʁɐ,ˈt̠ʃja,ˈte,1,1,,terra,earth,Bandeira2017[366-412],
Angolar,ˈt̠ʃja,ˈteʁɐ,ˈt̠ʃja,ˈte.ʁɐ,-,ʁɐ,-,2,,terra,earth,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,to,tɾu,1,1,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,ˈva,vu,2,2,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,dɐ,ˈa,3,3,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,-,dɐ,-,4,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,ˈvɛ̃,ˈvẽ,1,1,,vento,wind,Bandeira2017[366-412],
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,tu,tu,2,2,,vento,wind,Bandeira2017[366-412],
Angolar,aˈle,ʁej,a.ˈle,ʁej,,,,,,rei,king,Bandeira2017[366-412],Not of Portuguese origin
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,do,do,1,1,,doutor,doctor,Bandeira2017[366-412],
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,ˈto,ˈtoɾ,2,2,,doutor,doctor,Bandeira2017[366-412],
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,lo,-,3,3,,doutor,doctor,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,ka,kɐɾ,1,1,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,pi,pĩ,2,2,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,ˈte,ˈtej,3,3,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,lu,ɾu,4,4,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,pi,pɨʃ,1,1,,pescador,fisherman,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,si.,kɐ,2,2,,pescador,fisherman,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,ka,ˈdoɾ,3,3,,pescador,fisherman,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,ˈdo,-,4,-,,pescador,fisherman,Bandeira2017[366-412],
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,ˈlɛ̃,ʁɐ,1,1,,rainha,queen,Bandeira2017[366-412],
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,-,ˈi,-,2,,rainha,queen,Bandeira2017[366-412],
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,ɲɐ,ɲɐ,2,3,,rainha,queen,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,sa,sɐ,1,1,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,pa,pɐ,2,2,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,ˈte,ˈtej,3,3,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,lu,ɾu,4,4,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,θɔ,sɔl,1,1,,soldado,soldier,Bandeira2017[366-412],
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,ˈdɛ,ˈda,2,2,,soldado,soldier,Bandeira2017[366-412],
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,-,du,-,3,,soldado,soldier,Bandeira2017[366-412],
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,bi,bi,1,1,,bisavó,great-grandmother,Bandeira2017[366-412],
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,ˈdɔ,zɐ,2,2,,bisavó,great-grandmother,Bandeira2017[366-412],
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,nɐ,ˈvɔ,3,3,,bisavó,great-grandmother,Bandeira2017[366-412],
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,bi,bi,1,1,,bisavô,great-grandfather,Bandeira2017[366-412],
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,ˈdɔ,zɐ,2,2,,bisavô,great-grandfather,Bandeira2017[366-412],
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,nu,ˈvo,3,3,,bisavô,great-grandfather,Bandeira2017[366-412],
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ku,ku,1,1,,cunhada,sister-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ˈɲa,ˈɲa,2,2,,cunhada,sister-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,dɐ,dɐ,3,3,,cunhada,sister-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,ku,ku,1,1,,cunhado,brother-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,ˈɲa,ˈɲa,2,2,,cunhado,brother-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,du,du,3,3,,cunhado,brother-in-law,Bandeira2017[366-412],
Angolar,maˈma,mɐˈmɐ̃j,ma.ˈma,mɐ.ˈmɐ̃j,ma,mɐ,1,1,,mamãe,mother,Bandeira2017[366-412],
Angolar,maˈma,mɐˈmɐ̃j,ma.ˈma,mɐ.ˈmɐ̃j,ˈma,ˈmɐ̃j,2,2,,mamãe,mother,Bandeira2017[366-412],
Angolar,ˈmanɐ,iɾˈmɐ̃,ˈma.nɐ,iɾ.ˈmɐ̃,ˈma,iɾ,1,1,,irmã,sister,Bandeira2017[366-412],
Angolar,ˈmanɐ,iɾˈmɐ̃,ˈma.nɐ,iɾ.ˈmɐ̃,nɐ,ˈmɐ̃,2,2,,irmã,sister,Bandeira2017[366-412],
